270,1645,pantone,"{249,114,66}","{0.0437158,0.73494,0.976471}","{63.8093,48.7499,50.441}",77.4726,59,f
766,487,pantone,"{239,181,160}","{0.0443038,0.330544,0.937255}","{78.4247,18.2271,18.8642}",33.4099,60,f
1104,811 2X,pantone,"{255,84,22}","{0.0443491,0.913725,1}","{59.579,62.6376,65.2412}",98.5303,61,f
823,5245,pantone,"{229,211,204}","{0.0466667,0.10917,0.898039}","{85.8092,5.0605,5.7001}",10.5304,62,f
756,478,pantone,"{122,63,40}","{0.046748,0.672131,0.478431}","{33.6597,23.4508,25.3144}",34.535,63,f
690,435,pantone,"{211,191,183}","{0.047619,0.132701,0.827451}","{78.7694,5.7342,6.5886}",11.7757,64,f
283,172,pantone,"{247,73,2}","{0.0482993,0.991903,0.968627}","{56.628,63.974,67.283}",102.925,65,f
755,477,pantone,"{99,56,38}","{0.0491803,0.616162,0.388235}","{28.4351,17.1463,19.3575}",25.5908,66,f
279,1685,pantone,"{132,53,17}","{0.0521739,0.871212,0.517647}","{32.9021,32.0622,37.4315}",48.0301,67,f
767,488,pantone,"{242,196,175}","{0.0522388,0.276859,0.94902}","{82.6212,13.372,16.7296}",27.9802,68,f
742,4705,pantone,"{124,81,61}","{0.0529101,0.508065,0.486275}","{38.7372,15.5698,19.0994}",26.2848,69,f
277,1675,pantone,"{165,63,15}","{0.0533333,0.909091,0.647059}","{40.555,40.0295,46.8186}",62.546,70,f
267,163,pantone,"{252,158,112}","{0.0547619,0.555556,0.988235}","{73.7521,30.5413,38.5434}",58.2638,71,f
725,4625,pantone,"{71,35,17}","{0.0555556,0.760563,0.278431}","{18.2859,15.3429,46.8885}",22.4499,72,f
278,168,pantone,"{109,48,17}","{0.0561594,0.844037,0.427451}","{27.8604,25.0695,31.3584}",38.2187,73,f
272,165 2X,pantone,"{234,79,0}","{0.0562678,1,0.917647}","{55.1592,57.4642,65.6923}",97.1951,74,f
269,164,pantone,"{252,127,63}","{0.0564374,0.75,0.988235}","{66.6976,43.4554,55.0335}",78.4871,75,f
745,4715,pantone,"{153,112,91}","{0.0564516,0.405229,0.6}","{50.8226,13.3737,18.0343}",25.7466,76,f
273,1655,pantone,"{249,86,2}","{0.0566802,0.991968,0.976471}","{58.7885,59.6962,68.5707}",102.542,77,f
275,1665,pantone,"{221,79,5}","{0.0570988,0.977376,0.866667}","{52.9222,53.0684,62.202}",89.6264,78,f
254,1565,pantone,"{252,165,119}","{0.0576441,0.527778,0.988235}","{75.4125,27.4543,36.966}",55.1503,79,f
768,489,pantone,"{242,209,191}","{0.0588235,0.210744,0.94902}","{86.1262,8.7878,13.1798}",21.1187,80,f
265,162,pantone,"{249,198,170}","{0.0590717,0.317269,0.976471}","{83.6682,14.3116,20.9408}",32.7041,81,f
252,1555,pantone,"{249,191,158}","{0.0604396,0.365462,0.976471}","{81.7675,16.5352,24.6862}",37.615,82,f
256,1575,pantone,"{252,135,68}","{0.0606884,0.730159,0.988235}","{68.3442,39.6767,54.407}",76.0365,83,f
747,4725,pantone,"{181,145,124}","{0.0614035,0.314917,0.709804}","{62.9523,10.4679,16.2845}",23.5372,84,f
